NAME,ONLINE_ORDER,RESERVATION_STATUS,LOCATION,REST_TYPE,CUISINES,APPROX_COST(FOR TWO PEOPLE)
GlobalFlavors,Yes,Yes,Banaswadi,CasualDining,NorthIndianFastFoodBeverages,1000.0
KitchenKing,Yes,No,Nagawara,QuickBites,RollsFastFoodBiryani,400.0
NewKadai,Yes,No,KalyanNagar,CasualDining,NorthIndianChinese,550.0
BiriyaniHouse,Yes,No,Nagawara,CasualDining,AndhraNorthIndianBiryaniBeverages,600.0
Ranga'sParadise,Yes,No,Banaswadi,QuickBites,SouthIndian,150.0
M.M.AKababRolls&BiriyaniCenter,Yes,No,Banaswadi,QuickBites,ArabianMughlaiChineseKebabFastFood,400.0
HotelKakatiya,Yes,No,Nagawara,QuickBites,AndhraNorthIndianChineseBiryani,350.0
TalkoftheTown,Yes,No,Banaswadi,Bakery,BakeryDesserts,250.0
Momma'sPastriesFineBakeryAndCafe,Yes,No,Banaswadi,Bakery,BakeryDessertsFastFood,500.0
2Statez,Yes,No,KalyanNagar,CasualDining,KeralaSeafoodSouthIndianNorthIndianChinese,600.0
HongkongNoodles,Yes,No,KalyanNagar,CasualDining,Chinese,750.0
D-Zaprino,Yes,No,Nagawara,TakeawayDelivery,FastFoodBurgerPizza,350.0
Cafezone,Yes,No,Banaswadi,QuickBites,BurgerFastFoodBeverages,250.0
FellaJuiceBar,Yes,No,Hennur,BeverageShop,JuicesBeveragesFastFood,150.0
Curries&Chillies,Yes,No,Banaswadi,TakeawayDelivery,AndhraBiryaniChinese,300.0
ChaatStreet,Yes,No,KalyanNagar,QuickBites,StreetFoodNorthIndian,250.0
29DegreesNorth,Yes,No,Banaswadi,QuickBites,NorthIndianFastFoodStreetFood,250.0
SandeshRestaurant,Yes,No,Hennur,QuickBites,BiryaniChineseNorthIndianBengali,350.0
Dr.Harry'sChickBlast,Yes,No,RammurthyNagar,QuickBites,Continental,500.0
Smoke-TheSizzlerHouse,Yes,No,Nagawara,FoodCourt,ContinentalNorthIndianChineseSteak,800.0
Aroma'sHyderabadHouse,Yes,No,Nagawara,CasualDining,MughlaiBiryaniNorthIndian,800.0
AmericanDesserts,Yes,No,Banaswadi,TakeawayDelivery,DessertsBakery,500.0
SufiRestaurant&Cafe,Yes,No,Banaswadi,CasualDining,IranianMughlaiChinese,800.0
ChickpetDonneBiryaniHouse,Yes,No,Kammanahalli,QuickBites,Biryani,250.0
Dhadoom,Yes,No,KalyanNagar,QuickBites,FastFood,400.0
HattiKaapi,Yes,No,Nagawara,QuickBites,SouthIndianBeverages,200.0
MainlandChina,Yes,Yes,KalyanNagar,CasualDining,ChineseMomos,1100.0
T-hutCafe,Yes,No,Banaswadi,QuickBites,ChineseBeverages,300.0
NaturalIceCream,No,No,KalyanNagar,DessertParlor,IceCreamBeverages,200.0
KolkataFamousKatiRolls,Yes,No,Hennur,Kiosk,FastFoodRolls,100.0
KhymaBiryani,Yes,No,KalyanNagar,CasualDining,Biryani,600.0
KolkataRolls&Chowmein,Yes,No,Banaswadi,QuickBites,Rolls,100.0
SiriJaiBhavaniMess,Yes,No,Nagawara,Mess,ChineseNorthIndianSeafood,400.0
ChungWah,Yes,No,Banaswadi,CasualDining,ChineseThaiMomosVietnamese,900.0
SriRuchiRestuarant,Yes,No,Banaswadi,CasualDining,AndhraSouthIndianNorthIndian,450.0
OliveGarden,Yes,No,KalyanNagar,CasualDining,ArabianNorthIndianChineseBeverages,700.0
SpiceCorner,Yes,Yes,Nagawara,CasualDining,NorthIndianChineseBiryani,800.0
Mani'sDumBiryani,Yes,No,KalyanNagar,CasualDining,BiryaniKebab,750.0
Chichaba'sTaj,Yes,No,KalyanNagar,CasualDining,BiryaniNorthIndianMughlai,600.0
Tamarind,Yes,No,RammurthyNagar,CasualDining,ChineseNorthIndianContinental,750.0
Chung'sChineseCorner,Yes,No,KalyanNagar,CasualDining,Chinese,700.0
SreerajLassiBar,Yes,No,Kammanahalli,DessertParlorBeverageShop,BeveragesDessertsJuices,150.0
Rahhams,Yes,No,Kammanahalli,CasualDining,MughlaiNorthIndianChinese,700.0
SpiceKitchen,Yes,Yes,KalyanNagar,CasualDining,AndhraBiryaniSeafoodNorthIndian,750.0
TheJuiceShop-JuiceryAndKitchen,Yes,No,KalyanNagar,QuickBites,BeveragesFastFoodBakery,300.0
SriSai99VarietyDosa,Yes,No,Nagawara,QuickBites,SouthIndian,200.0
RollOver,Yes,No,KalyanNagar,DessertParlor,IceCreamBeveragesFastFood,500.0
SVIndianRestaurant,Yes,No,Hennur,QuickBites,NorthIndianChinese,400.0
Zamorin'sMappillahBiryani,No,No,Hennur,TakeawayDelivery,Biryani,400.0
BrewklynMicrobrewery,Yes,Yes,KalyanNagar,MicrobreweryCasualDining,AmericanSouthIndianThaiPizzaItalian,1400.0
Teburu,Yes,No,KalyanNagar,CasualDining,AsianChineseJapaneseBBQ,800.0
Aqni,Yes,No,HBRLayout,CasualDining,NorthIndianMughlaiBiryaniRolls,650.0
OKI,Yes,Yes,Kammanahalli,CasualDining,AsianEuropeanItalianKoreanMalaysianThaiVietnameseChinese,1200.0
Sultan'sBiryani,Yes,No,KalyanNagar,Delivery,BiryaniNorthIndian,700.0
FloatBrewery,No,Yes,KalyanNagar,MicrobreweryCasualDining,European,1800.0
SwagathamDelux-RayalaseemaSpices,Yes,No,Nagawara,CasualDining,BiryaniSouthIndianChinese,600.0
AwesomeBiryani,No,No,KalyanNagar,TakeawayDelivery,BiryaniFastFoodMughlai,500.0
CoorgLunchHome,Yes,No,Kammanahalli,QuickBites,SouthIndian,300.0
ThalasseryPlaza,Yes,No,Hennur,QuickBites,KeralaNorthIndianChinese,400.0
NainaNandFoodExpress,Yes,No,HBRLayout,QuickBites,NorthIndianChinese,300.0
SpecialHotRollNo.1,Yes,No,Banaswadi,Delivery,Rolls,100.0
Noodles,Yes,No,Banaswadi,CasualDining,ChineseMomos,500.0
HukoMukhoHangla,Yes,No,Kammanahalli,QuickBites,BengaliSeafood,400.0
7Plates,Yes,No,KalyanNagar,CasualDining,NorthIndianMughlaiRollsFastFood,600.0
Kanthari,Yes,No,KalyanNagar,QuickBites,NorthIndianKeralaChinese,400.0
DonneBiriyaniMane,Yes,No,KalyanNagar,QuickBites,BiryaniKebab,400.0
TheFeastFries,Yes,No,KalyanNagar,QuickBites,FastFood,200.0
MaduraiCanteen,Yes,No,Nagawara,QuickBites,ChettinadSouthIndian,200.0
SaffronVegetarianCuisine,Yes,Yes,Banaswadi,CasualDining,NorthIndianContinentalChineseMexicanItalian,700.0
CafePSquare,Yes,No,KalyanNagar,QuickBites,StreetFoodBeveragesFastFood,250.0
ChinaPearl,Yes,No,KalyanNagar,CasualDining,ChineseMomos,1100.0
IndieFusionMultiCuisineRestaurant,No,No,KalyanNagar,QuickBites,FastFoodBBQRollsArabianNorthIndian,400.0
ManasaFishland,Yes,No,KalyanNagar,CasualDining,SeafoodSouthIndianNorthIndian,650.0
Wokanaka-TheCasualChinesePitstop,Yes,Yes,KalyanNagar,CasualDining,AsianChineseThaiSeafoodMomos,500.0
MarahebRestaurant,Yes,No,KalyanNagar,CasualDining,Arabian,1000.0
BeijingBites,Yes,No,KalyanNagar,CasualDining,ChineseThai,850.0
ParadoxRest-O-Cafe,Yes,No,KalyanNagar,CasualDining,ContinentalSteak,600.0
CuppaJoy,Yes,No,KalyanNagar,Cafe,CafeContinental,500.0
SupremeBiryani,Yes,No,KalyanNagar,Delivery,Biryani,400.0
AnandSweetsandSavouries,Yes,No,Kammanahalli,QuickBites,MithaiStreetFood,400.0
YuanRestaurant,Yes,No,HBRLayout,CasualDining,ChineseMomos,600.0
TheThickShakeFactory,No,No,KalyanNagar,BeverageShop,BeveragesJuices,350.0
TheFrenchCorner,No,No,KalyanNagar,BakeryDessertParlor,BakeryDessertsFastFood,400.0
PunjabBistro,Yes,No,Nagawara,CasualDining,NorthIndian,500.0
HotelTheShack,Yes,No,RammurthyNagar,CasualDining,NorthIndianBiryani,1000.0
NightFoodJoint,Yes,No,Nagawara,QuickBites,NorthIndianChinese,500.0
ArtofBiryani&Curries,Yes,No,RammurthyNagar,Delivery,Biryani,250.0
VeraItaliano,Yes,No,KalyanNagar,CasualDining,Italian,600.0
PunjabiTadka,Yes,No,Nagawara,QuickBites,NorthIndianChinese,400.0
Rasapoorna,Yes,No,Nagawara,CasualDining,AndhraChineseNorthIndian,500.0
ChulhaChaukiDaDhaba,Yes,No,KalyanNagar,CasualDining,NorthIndian,800.0
Aioli,No,Yes,KalyanNagar,CasualDining,MediterraneanContinentalItalianSalad,1400.0
TheUrbanRoof,Yes,No,KalyanNagar,CasualDining,ItalianChineseContinental,800.0
Kiko,Yes,No,Kammanahalli,TakeawayDelivery,SaladChinese,500.0
YiMoiChineseFastFood,No,No,KalyanNagar,QuickBites,Chinese,100.0
UdupiGardenia,Yes,No,Banaswadi,QuickBites,SouthIndian,400.0
KolkataFamousKatiRoll,Yes,No,Nagawara,QuickBites,FastFoodRolls,150.0
SLVFoodJoint,Yes,No,KalyanNagar,QuickBites,NorthIndianRolls,250.0
Sherlock'sPub,Yes,Yes,KalyanNagar,PubCasualDining,ContinentalNorthIndianChineseItalian,1300.0
Snow'ora,Yes,No,KalyanNagar,DessertParlor,DessertsIceCreamBeverages,350.0
CakeHouse-StoryCafe,No,No,KalyanNagar,QuickBites,BakeryDesserts,650.0
KhanSahebGrillsandRolls,Yes,No,KalyanNagar,TakeawayDelivery,FastFoodRolls,350.0
Venky'sXprs,No,No,KalyanNagar,QuickBitesMeatShop,FastFoodRawMeats,350.0
Nawabi,Yes,No,Kammanahalli,TakeawayDelivery,NorthIndianBiryani,450.0
Marakachi,Yes,No,KalyanNagar,CasualDining,Chettinad,600.0
EatWell,Yes,No,Banaswadi,TakeawayDelivery,NorthIndian,400.0
FireHouse-Bar&Kitchen,Yes,Yes,HBRLayout,Pub,ContinentalAmericanChineseBBQSaladItalian,1500.0
SamprithGowdruMuddeHotel,Yes,No,RammurthyNagar,QuickBites,SouthIndian,300.0
ShanghaiTimes,Yes,No,HBRLayout,QuickBites,Chinese,500.0
Foodie'sAffair,Yes,No,Nagawara,QuickBites,NorthIndianChinese,400.0
7thHeaven,No,No,KalyanNagar,BakeryDessertParlor,BakeryIceCream,400.0
TandoorBhatti,Yes,No,RammurthyNagar,QuickBites,NorthIndianFastFood,300.0
ABaker'sConfession,No,No,KalyanNagar,Bakery,Bakery,400.0
JuiceDay,No,No,KalyanNagar,BeverageShopQuickBites,BeveragesJuicesFingerFood,150.0
Sanju'sSuperKitchen,Yes,No,Kammanahalli,Delivery,FastFoodBurgerPizzaSandwich,400.0
DinePost9,Yes,No,Banaswadi,Delivery,NorthIndianSouthIndianChineseContinental,450.0
DeliciousMomos,No,No,KalyanNagar,Kiosk,StreetFoodMomos,200.0
ChocolatePhilosophy,No,No,KalyanNagar,DessertParlor,Desserts,500.0
LaMirch,No,No,KalyanNagar,TakeawayDelivery,NorthIndianKashmiri,400.0
CakeDilim,No,No,KalyanNagar,Bakery,BakeryDesserts,400.0
Lechem,No,No,KalyanNagar,Delivery,NorthIndian,600.0
MrFruitMixer,No,No,KalyanNagar,QuickBites,JuicesFastFood,100.0
OyoEmpireJuiceShop,No,No,KalyanNagar,BeverageShop,BeveragesJuices,100.0
Mr.Chaiwala,No,No,KalyanNagar,QuickBites,NorthIndian,100.0
MyChina,No,No,KalyanNagar,CasualDining,ChineseAsianMalaysian,600.0
Reddy'sNaatiMane,Yes,No,Banaswadi,QuickBites,SouthIndianBBQ,400.0
WokNRoll,Yes,No,Nagawara,QuickBites,ChineseMomos,400.0
BangaloreVibes,Yes,No,Hennur,QuickBites,NorthIndianChinese,300.0
Snackshop,No,No,KalyanNagar,,StreetFoodFastFoodBeverages,250.0
CakesCrumbs&Magic,No,No,KalyanNagar,Bakery,Bakery,300.0
TheFlavours,No,No,KalyanNagar,CasualDining,KeralaChineseArabianBiryani,500.0
BiryaniTreats,No,No,KalyanNagar,Delivery,Biryani,650.0
NewUdupiGrand,No,No,KalyanNagar,QuickBites,NorthIndianSouthIndianChinese,300.0
ChaiKada,No,No,KalyanNagar,BeverageShopQuickBites,BeveragesFastFood,100.0
PaperCupCafe,No,No,KalyanNagar,QuickBites,TeaCoffeeFastFood,400.0
OvenTreats-Patisserie.Bistro,No,No,KalyanNagar,CasualDining,American,1000.0
ParanthaSingh,No,No,KalyanNagar,QuickBites,NorthIndian,300.0
CruncheesCafeteria,No,No,KalyanNagar,QuickBites,FastFood,400.0
HotelDharshan,No,No,KalyanNagar,QuickBites,SouthIndian,150.0
FoodForest,No,No,KalyanNagar,QuickBites,NorthIndian,300.0
SamosaSingh,No,No,KalyanNagar,QuickBites,NorthIndianMithai,250.0
FJuice,No,No,KalyanNagar,BeverageShop,JuicesFastFood,200.0
Nalukettu,Yes,No,HBRLayout,Delivery,Kerala,450.0
UrbanKitchen,Yes,No,Banaswadi,Delivery,AsianNorthIndian,400.0
KabsaHouse,No,No,KalyanNagar,CasualDining,NorthIndian,500.0
CafeChina,Yes,No,Banaswadi,QuickBites,Chinese,500.0
AlibabaCafeandRestaurant,No,No,KalyanNagar,CasualDining,ArabianMiddleEastern,700.0
Chaatimes,Yes,No,Nagawara,QuickBites,StreetFoodFastFood,200.0
De3-TheEatery,No,No,NorthBangalore,FoodTruck,FastFood,250.0
EatSocial,No,No,KalyanNagar,TakeawayDelivery,NorthIndianSouthIndianContinental,300.0
JwalaIndian&ChineseFastFood,No,No,KalyanNagar,QuickBites,NorthIndian,200.0
ALAfreen'sBiryaniParadise,No,No,KalyanNagar,QuickBites,NorthIndianBiryaniChinese,200.0
HalliManeHotel,No,No,KalyanNagar,QuickBites,SouthIndian,300.0
KolkataHotRoll,No,No,KalyanNagar,Kiosk,Rolls,100.0
AlKarim,No,No,KalyanNagar,CasualDining,MughlaiNorthIndianBiryaniChinese,600.0
TheSecondWife,Yes,No,Hennur,CasualDining,SouthIndianAndhraBiryani,800.0
SilverSpoonRestaurant,Yes,No,Hennur,QuickBites,NorthIndianChineseContinental,400.0
SriBanasankriDonneBiriyani,No,No,KalyanNagar,QuickBites,Biryani,400.0
AlMadhinaRollHouse,No,No,KalyanNagar,QuickBites,NorthIndianChinese,350.0
MeatUpBarbecue&More,No,No,KalyanNagar,QuickBites,BBQFastFood,400.0
SweetChariot,No,No,KalyanNagar,DessertParlor,BakeryFastFood,500.0
Lenny'sKitchen,Yes,No,Banaswadi,QuickBites,ChineseItalian,300.0
SkandaCafe,No,No,Hennur,QuickBites,SouthIndianChineseNorthIndian,400.0
GundappaDonneBiryaniMane,Yes,No,Nagawara,QuickBites,Biryani,300.0
HappyEats,Yes,No,HBRLayout,Delivery,NorthIndianContinental,300.0
Didi'sKitchen,Yes,No,Nagawara,Delivery,NorthIndianChineseFastFood,400.0
NewYorkBurrito,No,No,Banaswadi,QuickBites,Mexican,400.0
TheGrillHouse,Yes,Yes,KalyanNagar,CasualDining,AmericanMexicanItalianSteak,1000.0
MomsFlavor,Yes,No,Banaswadi,QuickBites,MomosFastFoodBurgerNorthIndianDessertsBiryani,200.0
KolkataFamousKatiRolls,Yes,No,Banaswadi,Kiosk,FastFoodRolls,200.0
AutoExpress-HotDogs,Yes,No,KalyanNagar,TakeawayDelivery,FastFood,300.0
LeRollCafe,Yes,No,Kammanahalli,QuickBites,FastFoodBeveragesRolls,300.0
SSBucketBiryani,No,No,Kammanahalli,CasualDining,BiryaniNorthIndianChinese,600.0
NandhanaPalace,No,Yes,Kammanahalli,CasualDiningBar,AndhraBiryaniNorthIndianChinese,800.0
RaidanRestaurant,No,No,Kammanahalli,CasualDining,ArabianChineseNorthIndian,450.0
AngaarIndianGrill&Restaurant,No,No,HBRLayout,CasualDining,ArabianMughlaiNorthIndianChineseRolls,600.0
Sanju'sSuperKitchen,No,No,Kammanahalli,QuickBites,PizzaFastFoodAmericanItalian,400.0
DeliciousMomos,No,No,Kammanahalli,CasualDining,ChineseMomos,450.0
DonneBiriyaniMane,No,No,Banaswadi,QuickBites,Biryani,300.0
WolgaRestaurant,No,No,Banaswadi,CasualDining,NorthIndianChineseBiryani,600.0
FattyChang,Yes,No,HBRLayout,QuickBites,Chinese,300.0
WhistlingTandoor,No,No,Banaswadi,CasualDining,ContinentalChineseFastFood,600.0
HealthyHawker,No,No,Banaswadi,TakeawayDelivery,HealthyFood,300.0
PrettyBaked,No,No,Hennur,TakeawayDelivery,BakeryDesserts,300.0
Lunchwala,No,No,Hennur,Delivery,NorthIndianBengali,400.0
BongMemory,No,No,Hennur,TakeawayDelivery,Bengali,200.0
Joyfulmeal.com,No,No,HBRLayout,QuickBites,NorthIndianBiryani,300.0
Ana'sMidnightCafe,No,No,Banaswadi,,FastFoodJuices,500.0
SriSaiGrand,No,No,Banaswadi,CasualDining,BiryaniNorthIndian,
SHAIK'sDYNASTY,No,No,Kammanahalli,CasualDining,NorthIndianChinese,450.0
Khandesh,No,No,Kammanahalli,TakeawayDelivery,MaharashtrianMalwani,450.0
LassiShop,No,No,Banaswadi,BeverageShop,BeveragesIceCream,200.0
HotelHyderabadi,No,No,Nagawara,QuickBites,NorthIndianChinese,300.0
RaeesRestaurant,No,No,Banaswadi,CasualDining,ChineseNorthIndianSouthIndian,500.0
RemosKitchen,No,No,Kammanahalli,TakeawayDelivery,FastFoodBurger,400.0
DonerBel,No,No,Kammanahalli,QuickBites,TurkishChinese,400.0
HotelAL-Zaioa,No,No,Hennur,QuickBites,BiryaniChineseNorthIndian,400.0
BangarpetChats,No,No,Kammanahalli,QuickBites,StreetFood,80.0
AlAzizDurbar,No,No,Banaswadi,QuickBites,ArabianMughlai,350.0
CutePorkie,No,No,Kammanahalli,QuickBites,Continental,400.0
La-Pizza,No,No,NorthBangalore,Delivery,ItalianPizzaBurger,450.0
HeavenBiryaniAndShawarma,No,No,Banaswadi,QuickBites,NorthIndianChineseBiryani,350.0
Papanna'sBiriyani,No,No,Banaswadi,QuickBites,SouthIndianBiryani,350.0
MultiRuchish,Yes,No,NewBELRoad,QuickBites,NorthIndianSouthIndianChinese,250.0
Moghul'sRestaurant,Yes,No,HBRLayout,CasualDining,MughlaiNorthIndianChinese,700.0
KingsCourt,Yes,No,KalyanNagar,CasualDining,NorthIndianMughlaiChinese,800.0
MidnightFoodPoint,Yes,No,KalyanNagar,Delivery,NorthIndianChineseMughlaiBiryani,500.0
DelhizTaste,Yes,No,Nagawara,QuickBites,NorthIndianSouthIndianChinese,400.0
SulemaniChichas,Yes,No,Hennur,QuickBites,BiryaniHyderabadiKebab,300.0
Hoppipola,Yes,Yes,KalyanNagar,Lounge,ContinentalFastFoodEuropean,1200.0
Curries&Chillies,Yes,No,Banaswadi,QuickBites,BiryaniAndhra,300.0
7Biryanis,Yes,No,Nagawara,CasualDining,AndhraBiryani,600.0
Namak,Yes,No,Nagawara,QuickBites,NorthIndianChinese,650.0
TheFrenchLoaf,Yes,No,KalyanNagar,BakeryQuickBites,BakeryDesserts,300.0
Twins,No,No,Kammanahalli,CasualDiningBar,NorthIndianChineseContinental,500.0
DavisBarAndRestaurant,No,No,Kammanahalli,Bar,NorthIndianFingerFoodChinese,700.0
CottageLoaf,Yes,No,Hennur,BakeryQuickBites,BakeryFastFood,250.0
ThePakodaShop,Yes,No,KalyanNagar,Delivery,StreetFood,150.0
FarhaRealTasteOfKerala,Yes,No,Nagawara,QuickBites,Kerala,300.0
LassiCorner,Yes,No,KalyanNagar,BeverageShop,BeveragesSandwich,250.0
Kaapikada,No,No,Kammanahalli,QuickBites,KeralaFastFoodBeverages,250.0
MitraaDaPizza,Yes,No,Kammanahalli,Delivery,FastFoodPizza,250.0
SangamMess,No,No,Kammanahalli,Mess,SouthIndianBiryaniNorthIndian,300.0
Abhiruchi,No,No,Kammanahalli,CasualDining,AndhraSeafoodNorthIndianChinese,650.0
KannurRestaurant,No,No,Kammanahalli,QuickBites,SouthIndianNorthIndianKerala,400.0
KarachiBakery,Yes,No,HBRLayout,Bakery,Bakery,500.0
AlAmeenRollsCorner,No,No,Kammanahalli,QuickBites,Rolls,200.0
MojoPizza-2XToppings,Yes,No,Kammanahalli,Delivery,Pizza,600.0
HaveMore,No,Yes,Kammanahalli,CasualDining,NorthIndian,700.0
GoldLineBreadz,No,No,Kammanahalli,BakeryQuickBites,BakeryFastFoodDesserts,350.0
HennuruCafe&Restaurant,No,No,Hennur,QuickBites,SouthIndianFastFoodKeralaBeverages,200.0
BucketBiriyani,No,No,Banaswadi,QuickBites,BiryaniNorthIndianChinese,600.0
Amma'sBiryani&Rice,Yes,No,Kammanahalli,QuickBites,BiryaniFastFood,300.0
ChaithraRestaurant,No,No,Kammanahalli,QuickBites,SouthIndianNorthIndianChinese,450.0
BiryaniAddicts,No,No,Nagawara,Delivery,Biryani,500.0
ALHabeebRestaurant,No,No,Nagawara,QuickBites,BiryaniNorthIndian,350.0
Shiva'sNaramGaram,No,No,Banaswadi,QuickBites,NorthIndianChinese,250.0
ShandongExpress,No,No,Kammanahalli,QuickBites,NorthIndian,300.0
SnehaFastFood,No,No,Banaswadi,QuickBites,FastFood,200.0
ILAKitchen,No,No,Banaswadi,CasualDining,Kerala,500.0
CafeBeirut,No,No,Kammanahalli,QuickBites,Arabian,250.0
Creamyum,No,No,HBRLayout,Delivery,BakeryDesserts,300.0
MalabarFoodCourt,No,No,HBRLayout,QuickBites,ChineseKeralaSouthIndian,400.0
Cluxi,No,No,Kammanahalli,QuickBites,FastFood,300.0
OrchidWineAndDine,No,No,Banaswadi,CasualDining,NorthIndianChineseMughlai,700.0
Sandesh,No,No,Hennur,SweetShop,MithaiStreetFood,400.0
RollsOnWheels,No,No,Banaswadi,QuickBites,FastFoodRollsMomos,300.0
HotelPrameelaVeg,No,No,Banaswadi,QuickBites,SouthIndian,100.0
BigsKitchen,No,No,Kammanahalli,QuickBites,FastFoodPizzaSalad,200.0
IFunBurgersNMore,No,No,Banaswadi,QuickBites,FastFood,300.0
NewHilalRestaurant,No,No,Kammanahalli,CasualDining,BiryaniChineseKebab,550.0
KoobiVeg&Non-Veg,No,No,Kammanahalli,QuickBites,ChinesePizzaFastFood,450.0
Krussh,No,No,Kammanahalli,QuickBites,FastFood,100.0
TasteOfTheNation,No,No,Banaswadi,,NorthIndian,650.0
LassiLab,No,No,Kammanahalli,DessertParlorQuickBites,DessertsDrinksOnly,100.0
Dezzertz,No,No,HBRLayout,Bakery,Bakery,200.0
BalajiBiriyaniCorner,No,No,HBRLayout,QuickBites,BiryaniSouthIndianChinese,350.0
FoodieBorn,No,No,Kammanahalli,Delivery,BengaliChineseNorthIndian,300.0
HungryBiteCafe,No,No,Banaswadi,QuickBites,FastFoodBeverages,300.0
SriAndhraBhawan,No,No,Banaswadi,CasualDining,NorthIndianSouthIndian,
Christy'sChickenBiryani,No,No,Banaswadi,QuickBites,Biryani,200.0
HotelGowdruMane,No,No,Banaswadi,QuickBites,SouthIndianMangaloreanChineseJuices,400.0
ABY?sKitchen,No,No,Banaswadi,QuickBites,ChineseNorthIndian,350.0
GrillZone,No,No,HBRLayout,Delivery,FastFood,150.0
CafeSulaimani,No,No,Kammanahalli,QuickBites,KeralaSouthIndianBiryani,300.0
Curries&Pickles,No,No,Banaswadi,QuickBites,Andhra,200.0
SriKrishna,No,No,Banaswadi,QuickBites,FastFood,300.0
Sapna'sKitchen,No,No,Banaswadi,QuickBites,ChineseNorthIndianSouthIndian,400.0
NewRuchiVegNonVeg,No,No,Banaswadi,QuickBites,FastFood,150.0
Reddy'sCornerRestaurant,No,No,Banaswadi,QuickBites,NorthIndianChinese,300.0
Kartik,No,No,Banaswadi,CasualDiningBar,ChineseNorthIndian,700.0
Leela'sKitchen,No,No,Banaswadi,QuickBites,KeralaSouthIndianNorthIndianChinese,400.0
Aahara,No,No,Banaswadi,QuickBites,ModernIndianBiryani,300.0
DilliHighway,No,No,Kammanahalli,Delivery,NorthIndian,400.0
KenriyTheRestro,No,No,Kammanahalli,CasualDining,GoanMangalorean,800.0
Mazedaar,No,No,HBRLayout,QuickBites,NorthIndianChinese,300.0
Shammah's,No,No,Hennur,QuickBites,ChineseNorthIndian,300.0
Sprinkled,No,No,Kammanahalli,TakeawayDelivery,BakeryDesserts,500.0
JISCafe,No,No,Kammanahalli,TakeawayDelivery,FastFoodDesserts,400.0
Goodness!Beverages,No,No,Kammanahalli,TakeawayDelivery,Beverages,250.0
Hayaat,No,No,Kammanahalli,CasualDining,KeralaChineseNorthIndian,600.0
PigOut,No,No,Kammanahalli,QuickBites,SouthIndian,300.0
DelishChineseFastFood,Yes,No,Banaswadi,QuickBites,ChineseNorthIndianBiryani,300.0
CremeBliss,Yes,No,HBRLayout,Bakery,BakeryDesserts,350.0
ZamZamRestaurant,No,No,Banaswadi,QuickBites,ChineseNorthIndian,400.0
ArcotsHomeKitchen,No,No,RammurthyNagar,Delivery,NorthIndianSouthIndian,250.0
Ahmad'sChickenHut,No,No,Banaswadi,QuickBites,NorthIndianChinese,200.0
Ocean'sDelight,No,No,Kammanahalli,CasualDining,SeafoodBiryaniSouthIndian,700.0
Sidekicks,No,No,Kammanahalli,QuickBites,Continental,450.0
HotMomos,No,No,Hennur,QuickBites,FastFood,150.0
CentralCafe,No,No,Kammanahalli,QuickBites,SouthIndianKerala,150.0
OptForFitness,No,No,Kammanahalli,Delivery,ContinentalHealthyFood,400.0
SreeGaneshFruitJuiceCenter,No,No,Banaswadi,BeverageShop,DrinksOnly,100.0
CreamHouseIceCreams,No,No,Banaswadi,DessertParlor,IceCream,200.0
7Spice,No,No,Banaswadi,QuickBites,BiryaniChinese,250.0
CurryChattyParadise,No,No,Kammanahalli,TakeawayDelivery,SouthIndianNorthIndianChinese,300.0
Maamu'sTandoorChai,No,No,Kammanahalli,QuickBites,Beverages,300.0
BlackPepper,No,No,Banaswadi,QuickBites,NorthIndianSouthIndianBiryani,200.0
Flayvours4u,No,No,Hennur,DessertParlorBeverageShop,IceCreamBeverages,150.0
AgnihotriCuisines,No,No,Banaswadi,TakeawayDelivery,ChineseNorthIndianFastFood,500.0
Innate,No,No,Hennur,Delivery,Beverages,
PanchamukhiSagar,No,No,Banaswadi,QuickBites,NorthIndianSouthIndianChinese,300.0
ShanghaiXpress,No,No,Kammanahalli,QuickBites,Chinese,300.0
Biriyummy,No,No,Banaswadi,QuickBites,BiryaniKebab,250.0
LassiHouse,No,No,Banaswadi,BeverageShop,BeveragesDesserts,150.0
Chickmate,No,No,Banaswadi,QuickBites,FastFood,
CafeteriaAl-Falah,No,No,Banaswadi,QuickBites,FastFoodNorthIndian,300.0
GrowFit,No,No,Banaswadi,Delivery,HealthyFoodNorthIndianThai,500.0
AliBhai-RollsandKebabs,Yes,No,KalyanNagar,,RollsNorthIndianMughlai,150.0
RollJunction,No,No,Nagawara,QuickBites,FastFoodRolls,150.0
SriDattaBiryaniHouse,No,No,Banaswadi,QuickBites,AndhraBiryaniChineseNorthIndian,300.0
BottomsUpRestoBar,Yes,No,KalyanNagar,Bar,FingerFoodItalianContinental,1200.0
SKTiffinsCorner,Yes,No,Banaswadi,QuickBites,SouthIndian,100.0
JiffyCafe,No,No,Hennur,Cafe,Cafe,500.0
Havmor,Yes,No,Banaswadi,TakeawayDelivery,IceCreamDesserts,200.0
VictoriaTerminus,Yes,No,Banaswadi,QuickBites,FastFoodMaharashtrianRolls,250.0
TawaFresh,Yes,No,Hennur,QuickBites,SeafoodBiryaniSouthIndianNorthIndianRolls,300.0
PanjurliFamilyRestaurant,No,No,RammurthyNagar,QuickBites,SouthIndianNorthIndianChinese,400.0
ShakeItOff,Yes,No,KalyanNagar,BeverageShop,BeveragesFastFood,600.0
5starfood,Yes,No,Kammanahalli,QuickBites,SouthIndianFastFood,300.0
