NAME,ONLINE_ORDER,RESERVATION_STATUS,LOCATION,REST_TYPE,CUISINES,APPROX_COST(FOR TWO PEOPLE)
BHRFoods,Yes,No,Whitefield,QuickBites,NorthIndianChineseContinentalBiryaniThai,350.0
Imli,No,No,Marathahalli,QuickBites,NorthIndianBeveragesFastFoodStreetFood,250.0
Marhaba,Yes,No,Whitefield,FoodCourt,Arabian,500.0
DilliDilSe,Yes,No,Whitefield,CasualDining,NorthIndian,400.0
SamosaExpress,Yes,No,Marathahalli,QuickBites,StreetFood,150.0
WaffleHouse,Yes,No,Marathahalli,DessertParlor,Desserts,300.0
BismillahBawarchi,Yes,No,Brookefield,QuickBites,NorthIndianChineseBiryani,300.0
FoodFactory,Yes,No,Marathahalli,TakeawayDelivery,NorthIndian,400.0
KamakshiKitchen,Yes,No,Marathahalli,QuickBites,ChineseSouthIndian,350.0
Chination,Yes,No,Marathahalli,Delivery,Chinese,600.0
Chawla's2Online.com,Yes,No,Marathahalli,Delivery,NorthIndian,800.0
CrepeConnection,Yes,No,Marathahalli,QuickBites,FastFoodItalianDesserts,400.0
Romy'sKitchen,Yes,No,Marathahalli,CasualDining,NorthIndianChineseItalian,450.0
BottleGenie,Yes,No,Marathahalli,BeverageShop,Beverages,350.0
TheHyderabadiCooks,Yes,No,Brookefield,QuickBites,NorthIndianChinese,300.0
AndhraStarBiryani,Yes,No,Brookefield,QuickBites,Biryani,200.0
KhaneKaKhazana,Yes,No,ITPLMainRoadWhitefield,QuickBites,NorthIndian,250.0
HMSHyderabadBawarchi,Yes,No,Whitefield,CasualDining,NorthIndianChineseBiryani,500.0
SOGO-ShakesOnTheGo,Yes,No,Brookefield,DessertParlor,DessertsIceCream,350.0
D'Brooks,Yes,No,Brookefield,QuickBites,NorthIndianContinental,400.0
AndhraVinduMultiCuisineRestaurant,Yes,No,Marathahalli,CasualDining,AndhraSouthIndianFastFood,600.0
TheRedTandoor,Yes,No,Marathahalli,QuickBites,ChineseNorthIndian,400.0
Smoor,Yes,No,Whitefield,DessertParlor,DessertsBeverages,900.0
Mother'sFood,Yes,No,Whitefield,QuickBites,NorthIndianChinese,200.0
AaharVihar,Yes,No,Marathahalli,QuickBites,NorthIndian,250.0
SGSNonVeg-GunduPulav,Yes,No,VarthurMainRoadWhitefield,TakeawayDelivery,SouthIndian,300.0
ChefDelicacies,Yes,No,VarthurMainRoadWhitefield,TakeawayDelivery,KebabRollsCharcoalChicken,400.0
TheDukeofJuices,Yes,No,VarthurMainRoadWhitefield,QuickBites,JuicesBeveragesSalad,200.0
FoodSingh,Yes,No,Marathahalli,Delivery,NorthIndian,500.0
Navab's,Yes,No,Marathahalli,Delivery,NorthIndianChinese,600.0
Sethi's,Yes,No,Marathahalli,Delivery,NorthIndianChineseBBQ,600.0
DelhiFoodFactory,Yes,No,Marathahalli,Delivery,,500.0
HotteySmokey,Yes,No,VarthurMainRoadWhitefield,QuickBites,AmericanContinentalSaladItalianAsian,400.0
CarlosCakeCafe,Yes,No,Marathahalli,Bakery,BakeryDesserts,300.0
TastyBox,Yes,No,EastBangalore,Delivery,ArabianMughlaiChineseBiryani,300.0
MomoTime,Yes,No,Whitefield,QuickBites,MomosChinese,300.0
DesiQulfi,Yes,No,Whitefield,DessertParlor,IceCream,150.0
TheAndhraBhojanam,Yes,No,ITPLMainRoadWhitefield,Bhojanalya,SouthIndian,300.0
LassiMagic,Yes,No,Marathahalli,QuickBites,BeveragesSandwich,150.0
MasaleDaan,Yes,No,VarthurMainRoadWhitefield,,NorthIndian,350.0
MealBoxInc.,Yes,No,Marathahalli,CasualDining,NorthIndian,800.0
Hasee-E-ShanMakersOfBiryani,Yes,No,Whitefield,CasualDining,BiryaniMughlaiNorthIndian,500.0
NewMilestoneRestaurant,Yes,No,Marathahalli,CasualDining,NorthIndian,700.0
CafeNoir,Yes,No,Whitefield,CasualDining,EuropeanFrenchSalad,1500.0
FoodBox-TheTasteOfOdisha,Yes,No,Marathahalli,QuickBites,ChineseOriyaBengaliNorthIndian,350.0
CurriesandPickles,Yes,No,Marathahalli,QuickBites,AndhraNorthIndianBiryani,250.0
RajwadaFood,Yes,No,Marathahalli,QuickBites,NorthIndian,300.0
KingleyGrand,Yes,No,Marathahalli,CasualDining,BiryaniNorthIndianChinese,600.0
SpicyOnion,Yes,No,Whitefield,CasualDining,NorthIndianChinese,400.0
